,Unnamed: 0,id,topic,from,to,contents,date,type
1318,1318,1659,Funds under MPLAD Scheme,ADV  DEAN KURIAKOSE,STATISTICS  AND PROGRAMME IMPLEMENTATION,"(a) whether the Government has any plans/proposal
to increase the funds allocated under the MPLADS
scheme since it was last revised ten years ago; (b) if so, the details thereof and if not, the reasons therefor; (c) whether the Government will allocate at least
Rs. 2 crores per assembly constituency that falls inside
a parliamentary constituency; and (d) if not, the reasons therefor?",2021-12-08,UNSTARRED
1319,1319,1660,Differentiating Barcode,SHRI DIPSINH SHANKARSINH RATHOD & SHRI MOHANBHAI KALYANJI KUNDARIYA,CONSUMER AFFAIRS,"(a) whether the Government has conducted any
survey to assess the awareness on how to differentiate
barcodes of Indian and Chinese products; (b) if so, the details thereof; and (c) if not, the reasons thereof?",2021-12-08,UNSTARRED
1320,1320,1661,BharatNet Phase  II,SHRI ADALA PRABHAKARA REDDY,COMMUNICATIONS,"(a) the funds dispersed under BharatNet Phase II to Andhra Pradesh; (b) the details of gram panchaats that are yet to be
made service ready under BharatNet Project? district-
wise; and (c) the steps undertaken by the Government to
expedite implementation of BharatNet Phase II project in
the State after Covid-related disruptions?",2021-12-08,UNSTARRED
1321,1321,1662,Geosciences,DR  SUKANTA MAJUMDAR & SHRI VINOD KUMAR SONKAR & SHRI BHOLA SINGH & SHRI RAJA AMARESHWARA NAIK,MINES,"(a) whether the Government has taken any steps to
provide an umbrella framework for co-operation from
international organizations in the field of Geosciences; 314 (b) if so, the details thereof; (c) whether the Government has planned for Joint
development of the Indian Geosciences Data repository
with 
the Russian state-of-the-art Information
Technology; (d) if so, the details thereof; (e) whether the Government has signed Memorandum
of Understanding on cooperation in the field of
Geosciences between the Joint Stock Company
Rosgeologia (ROSGEO) and the Geological Survey of
India (GSI); and (f) if so, the details thereof and the other
steps being taken by the Government in this
regard?",2021-12-08,UNSTARRED
1322,1322,1663,Auction of Coal Mines,SHRI RAJESH VERMA,COAL,(a) the number and details of coal mines auctioned in the country so far; and (b) the coal field-wise details of all the mines auctioned so far?,2021-12-08,UNSTARRED
1323,1323,1664,Landline Telephones,SHRI ARVIND GANPAT SAWANT,COMMUNICATIONS,"(a) the number of landlines surrendered during the
period since the contractors have been appointed in
MTNL; (b) whether any penalty has been imposed for non maintenance of services satisfactorily; and (c) if so, the details thereof?",2021-12-08,UNSTARRED
1324,1324,1665,Phase 4 of PMGKY,SHRI NARANBHAI KACHHADIYA & SHRI PARBATBHAI SAVABHAI PATEL,CONSUMER AFFAIRS,"(a) the percentage of foodgrains which has been
offtaken so far across the country under Phase 4
of Pradhan Mantri Garib Kalyan Yojana (PMGKY);
and (b) the total food grains which have been offtaken from Gujarat till now under this scheme?  
 .",2021-12-08,UNSTARRED
1325,1325,1666,Impact of Covid -19 on Revenue of Coal Industry,SHRI JAYADEV GALLA,COAL,"(a) the impact of COVID-19 on the revenue of Coal industry in India; (b) whether the Government has taken any steps to revive the industry; (c) if so, the details thereof and if not, the reasons therefor; (d) the State-wise classification of the number of coal workers who lost their lives due to COVID-19; (e) whether the Government has planned to provide
any compensation to the families of coal workers who
lost their lives due to COVID-19; and (f) if so, the details thereof and if not, the reasons therefor?",2021-12-08,UNSTARRED
1326,1326,1667,ROB/FOB in Jharkhand,SHRI CHANDRA PRAKASH CHOUDHARY,RAILWAYS,"(a) the number of Road Over Bridges (ROBs), Foot
Over Bridges (FOBs) and Under Bridges proposed to be
constructed by Railways in Jharkhand, location wise; (b) whether any target has been fixed for completing
the construction of all proposed ROBs, FOBs and Under
Bridges and if so, the details thereof; (c) the number of ROBs, FOBs and Under Bridges
completely built and commissioned during the last three
years; and (d) the number of ROBs, FOBs and Under Bridges
projects which are pending or have not been
commissioned?",2021-12-08,UNSTARRED
1327,1327,1668,Status of Bullet Train Project,SHRIMATI MALA ROY,RAILWAYS,(a) the actual status of bullet train project; (b) the estimated time to complete this project; and (c) the amount spent for this project till date?,2021-12-08,UNSTARRED
1328,1328,1669,Below Poverty Line,SHRI HARISH DWIVEDI,PLANNING,(a) the State/UT-wise details of the families living Below Poverty Line (BPL) in the country; and (b) the criteria to determine the number of people living below poverty line at present?,2021-12-08,UNSTARRED
1329,1329,1670,Amended Technology Upgradation Fund Scheme,SHRIMATI POONAM MAHAJAN & MS  DEBASREE CHAUDHURI,TEXTILES,"(a) the details of the total number of capital
investment subsidies issued during the last three years
under the Amended Technology Upgradation Fund
Scheme (ATUFS); (b) the details of total number of energy saving
machines incentivized during the same period, State-
wise; (c) the total number of subsidy eligible machines purchased during the said period; and (d) whether the Government has studied the
production increase in weaving in the last three years;
and (e) if so, the details thereof year-wise?",2021-12-08,UNSTARRED
1330,1330,1671,"Collaboration with Foreign Companies under
Atmanirbhar Bharat",PROF  SOUGATA RAY,COMMERCE AND INDUSTRY,"(a) whether the programmes are being run in
collaboration with foreign companies under ‘Atmanirbhar
Bharat‘; (b) if so, the details thereof; (c) the effective measures being taken by the Government to promote the said programme; and (d) the details of the works undertaken and carried
out with the help of Chinese companies under the said
programme?",2021-12-08,UNSTARRED
1331,1331,1672,Auction of Coal Blocks,SHRIMATI GOMATI SAI,COAL,"(a) the coal blocks that are auctioned in the year 2019-20 and in 2020-21 at Raigarh district;  
 . (b) the company/companies to which the ownership of these coal blocks have been transferrred; and (c) the details of the amount received in the auction of these coal blocks?",2021-12-08,UNSTARRED
1332,1332,1673,Production Linked Incentive,SHRI KESINENI SRINIVAS,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a)whether the Government is considering to shift
the base year of 2019-2020 provided under the production
linked incentive scheme for large scale electronics
manufacturing, in view of the Covid-19 induced pandemic
situation across the country in the year 2020-2021 if so,
the details thereof; (b) whether the Government can provide the details
of the firms benefitting from this scheme, and if so, the
detail of numbers of state-wise distribution of these
firms; and (c) whether the Government can furnish the details
of the total amount allocated towards the scheme versus
disbursed to these firms for achieving targets under the
scheme for the year 2020-2021; and if so, the details of
the company wise benefits provided?",2021-12-08,UNSTARRED
1333,1333,1674,Growth of Artificial Intelligence,SHRI SHYAM SINGH YADAV,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a) whether the Government is taking steps to regulate the growth of artificial intelligence in India; (b) if so, the details thereof; (c) whether the Government intends to bring a law on artificial intelligence; and (d) the steps taken by the Government to develop
infrastructure, expertise, skilling and research in artificial
intelligence?",2021-12-08,UNSTARRED
1334,1334,1675,PLI Scheme,MS  DIYA KUMARI,COMMERCE AND INDUSTRY,"(a) whether the Government has devised a plan to
promote sectors currently functioning under the
Production Linked Incentives Scheme (PLI); (b) if so, the details thereof; (c) whether the Government plans to expand the sectors covered under the PLI scheme; and (d) if so, the details thereof? 316",2021-12-08,UNSTARRED
1335,1335,1676,Introduction of 5G Network,SHRI Y S  AVINASH REDDY,COMMUNICATIONS,"(a) whether the Government is embarking on introduction of 5G network in the country; (b) if so, the details thereof; (c) whether the country has positive environment for introduction of 5G network at this stage; (d) the time by when 5G network will be introduced in the country?",2021-12-08,UNSTARRED
1336,1336,1677,Funds for Setting up Textile Parks,DR  G  RANJITH REDDY,TEXTILES,"(a) whether the Government of Telangana has
submitted a Memorandum to Union Government
requesting for financial assistance of Rs. 1,000 crores for
textile park in Warangal district of Telangana; (b) if so, the steps taken by the Government so far to release funds to Telangana for textile park; (c) whether there are any proposals to set up textile parks in other parts of Telangana; (d) if so, the details thereof; and (e) if not, the reasons therefor?",2021-12-08,UNSTARRED
1337,1337,1678,PMGKY in MP,SHRI VIVEK NARAYAN SHEJWALKAR,CONSUMER AFFAIRS,"(a) the number of beneficiaries benefited under
Pradhan Mantri Garib Kalyan Yojana (PMGKY) in Madhya
Pradesh (MP), district-wise; (b) whether the Government has received any
complaint regarding irregularities committed during
implementation of this scheme; and (c) if so, the details thereof?",2021-12-08,UNSTARRED
1338,1338,1679,Modernisation of Rourkela Railway Station,SHRI JUAL ORAM,RAILWAYS,"(a) whether the Railways has a proposal for the
expansion and modernization of Rourkela Railway Station
in Odisha;  
 . (b) if so, the details of the funds earmarked therefor; and (c) the steps taken to allocate adequate funds and
to expedite the expansion and modernization of that
Railway Station?",2021-12-08,UNSTARRED
1339,1339,1680,Digital Literacy Mission,MS  DEBASREE CHAUDHURI,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a) the statewise details of the status of implementation of Digital Literacy Mission; (b) whether the target of making six crore persons
digitally literate in rural areas, across States/ UTs has
been achieved; and if so, the details thereof and if not,
the reasons therefor; (c) the details of the steps taken by the Government
for scaling up the coverage of digital literacy schemes;
and (d) whether the Government has obtained feedback
on reasons for low motivation amongst people to join
digital literacy programs; and if so, the details threof?",2021-12-08,UNSTARRED
